,Unnamed: 0,帖子内容,发布时间
470,23111,巴勒斯坦驻华大使：“你不懂这种痛苦，因为你出生在自由独立的国家”#巴以冲突#  ,2023-10-24 22:57:37
471,23162,"【明日盘中可关注的机会】

1、华为技术性能测试结果表明在多项5G-A上下行超宽带技术上取得重大性能突破。
相关概念股：通宇通讯(002792)、麦捷科技（300319）、三维通信(002115)、沃特股份(002886)

2、消息称英伟达、AMD将制造基于ARM的PC芯片，挑战英特尔和苹果。
相关概念股：昌红科技(300151)、麦捷科技（300319）、江丰电子（300666）、普冉股份(688766)

3、巴以冲突持续谈判停滞美宣称向以派遣军事顾问，或将激化升级。军工油气备受市场关注。
相关概念股：万里马（300591）、通宇通讯(002792)、安控科技（300370）、中英科技（300936）

4、我国将增发1万亿元国债用于防洪治理工程等领域
相关概念股：和顺科技（301237）、安控科技（300370）、青松建化(600425) 、韩建河山(603616)

5、小鹏汽车自研双足机器人亮相未来将在工厂、销售场景应用。
相关概念股：安控科技（300370）、昌红科技(300151)、步科股份(688160)、龙洲股份(002682)

6、草甘膦海外去库存或将结束关注转基因需求新增量”。
相关概念股：广信股份(603599)、和邦生物(603077) 、新安股份(600596)、兴发集团(600141)

7、京东方第1亿片OLED下线 LTPO技术受到产业链追捧。
相关概念股：和顺科技（301237）、维信诺(002387)、京东方A(000725)

8、上海加快合成生物创新策源合成生物学产业化加速。
相关概念股：昌红科技（300151）、北陆药业(300016)、华恒生物(688639)、川宁生物(301301)

9、提前剧透！镇江碳达峰碳中和2023金山峰会即将召开。环保企业备受关注。
相关概念股：远达环保（600292）、力源科技（688565）、赛恩斯(688480)、惠城环保(300779)

10、恩智浦推出业界首款集成式汽车超宽带IC　UWB将成为汽车生态系统重要组成部分。
相关概念股：通宇通讯(002792)、麦捷科技（300319）、硕贝德(300322)、浩云科技(300448)

11、丰田接近量产固态电池　固态电池商业化提速。
相关概念股：和顺科技(301237)、金龙羽(s002882)、科森科技(603626)

12、大力推动户外运动产业发展政策资金全面支持。
相关概念股：万里马（300591）、双象股份(002395) 、信隆健康(002105)

13、我国首条全息感知智慧高速投用高度自动驾驶。
相关概念股：四维图新（002405）、豪恩汽电(301488) 、深城交(301091)

14、国内第一片我国晶圆制造技术方面取得重大突破。
相关概念股：昌红科技(300151)、江丰电子（300666）、华润微(688396) 、晶盛机电(300316)

$太平洋(SH601099)$ $圣龙股份(SH603178)$ $华力创通(SZ300045)$ $三维通信(SZ002115)$ $锦龙股份(SZ000712)$ $真视通(SZ002771)$ $高新发展(SZ000628)$ $中贝通信(SH603220)$ $恒润股份(SH603985)$ $捷荣技术(SZ002855)$ $吉翔股份(SH603399)$ $龙头股份(SH600630)$ $盛新锂能(SZ002240)$ $铭普光磁(SZ002902)$ $顺发恒业(SZ000631)$ $美丽生态(SZ000010)$ $天晟新材(SZ300169)$ $波导股份(SH600130)$ $世纪天鸿(SZ300654)$ $云南城投(SH600239)$ $金圆股份(SZ000546)$ $中英科技(SZ300936)$ $锦鸡股份(SZ300798)$ $三态股份(SZ301558)$ $中国科传(SH601858)$",2023-10-24 22:57:41
472,23213,#奥巴马就巴以新冲突表态#美国还是支持了以色列，说什么都没有用。巴勒斯坦挺住，哈马斯加油！  ,2023-10-24 22:58:56
473,23264,一个流浪了3000年的民族，依然还没有学会与人和谐共处。只能说犹太教从创立的那一天起，就已经注定了它悲剧的结局。#巴以冲突# ,2023-10-24 22:59:20
474,23315,巴以冲突持续数日，看着视频中被无情狂轰滥炸命如草芥般的加沙妇女儿童，心如刀割却无能为力。今晚在生病的前提下终于有空看了一场够伤感却又很真实的电影。偶尔也会有带入感，想如果自己是电影主人公又会怎样？人生的每一个选择看似机缘巧合，但或许并非偶然。该走的路一定得走，就算有时会绕弯。生活不一定尽如人意，但绝对值得全力以赴。说了一堆自己也说不清道不明的废话，但有时候说出来才感觉自己活着。希望明天不要再经历水泥堵鼻和刀片剌嗓子！晚安全世界！希望上帝还记得他在巴勒斯坦的子民！,2023-10-24 22:59:34
475,23366,#巴以冲突# 伊朗代表把国旗从以色列国旗旁边拿开[挖鼻]  ,2023-10-24 22:59:54
476,23417,//@刘耘博士:已知报道巴以冲突的仅有的不带节奏的严肃媒体。//@静娅博士:转发微博,2023-10-25 22:58:10
477,23418,"【今日关注｜以军“战略考虑”推迟地面进攻 美航母转向部署防伊朗动手？】
以军总参谋长：出于战略考虑推迟地面进攻，美坚持反对呼吁以色列与哈马斯停火；“艾森豪威尔”转向部署中东，美媒：防伊朗动手，马克龙提议美国主导的国际联盟打击哈马斯；巴基斯坦卫生部：加沙地带医疗系统彻底崩溃，世卫组织呼吁立即停火允许卫生物资和燃料送达医院。 就这样的相关话题 权威专家为你深度解析！（来源：央视网）#巴以冲突# ",2023-10-25 22:58:10
478,23519,以下为翟老师2020年在耶路撒冷拍下的照片，关于巴以冲突的公益对谈将于明晚8点开始，愿世界和平。 ,2023-10-25 22:58:35
479,23570,"【#布林肯要求卡塔尔首相对半岛电视台施压#】10月25日，美国新闻网站Axios援引消息人士的话报道称，美国国务卿布林肯要求卡塔尔首相对半岛电视台施加影响，让后者“软化”在巴以冲突问题上的言辞。

报道显示，美国国务卿要求该台“减少报道音量”，因为相关报道据称“充满针对以色列的煽动性内容”。

半岛电视台是卡塔尔国有媒体。此前，以色列因“反以宣传”而宣布关闭半岛电视台驻以分部。 ",2023-10-25 22:58:41
480,23621,"#焦点坊谈[超话]#美国人慌了？西方为乌克兰提供的武器,已通过某些渠道落到哈马斯手中

到底有多少援乌武器落入哈马斯手中？多少援乌武器流入黑市？现在已经完全成了一笔糊涂账，且因涉及的利益相关方太多，水太深，就算是拜登亲自下令彻查都不一定有结果。难怪普京称俄罗斯已经掌握了证据，证明乌克兰高层把美西方援助乌克兰的武器转手卖给了哈马斯，毕竟普京出身克格勃，作为内行，显然不会在这方面玩虚的，而最终为此买单的，也只能是以色列国防军了。#巴勒斯坦##以色列##巴以冲突# ",2023-10-25 22:59:37
481,23672,以色列外交部：联合国秘书长须收回涉巴以冲突言论，深刻反省并道歉  ,2023-10-25 22:59:49
482,23723,巴以冲突将导致中东格局重构，美国不再是一个受尊重和信任的国家。尽管百足之虫，死而不僵。 ,2023-10-26 22:57:07
483,23774,//@叶沉沉2022:石老师的角度有逻辑又正常，我在外面看到的大多是这个角度。//@余季塘://@梁冬微博://@木尔88:听石老师谈巴以冲突。//@北有和木:……//@麦田守望人1://@江上的路:又看到石老师的课了[赞],2023-10-26 22:57:36
484,23825,#巴勒斯坦# #巴以冲突#民族最大的悲剧在于不能掌控自己的命运，个人的悲剧在于悲剧命运像基因一样代代传递。#良知# #公正# #和平#,2023-10-26 22:57:47
485,23876,"看巴以冲突
没有一个强大的国家 面对无情的敌人
人的生命就跟切菜一样 ",2023-10-26 22:58:56
486,23927,//@微公益:#巴以冲突#[话筒][话筒][话筒],2023-10-26 22:59:40
487,23978,#巴以冲突# 卡塔尔判处8名印度人死刑，罪名是为以色列从事间谍活动  ,2023-10-27 22:58:22
488,24029,"土耳其怒了！

埃尔多安刚刚：“西方的罪恶之书再次越界了。1947年的加沙、巴勒斯坦是什么？今天是什么？以色列，你是怎么来到这里的？你是怎么进来的？你是一个占领者.我们将向世界表明以色列是一个战争罪犯。”

#巴以冲突##以色列巴勒斯坦冲突# ",2023-10-28 22:58:20
489,24080,#巴以冲突# 联合国秘书长称哈马斯不是凭空发动袭击，以外长当场发难要求其辞职# 来自@腾讯新闻 ,2023-10-28 22:58:38
490,24131,"伦敦百万游行支持加沙！
#巴以冲突##以方拒绝联大呼吁巴以停火的决议#  ",2023-10-28 22:58:43
491,24182,介文汲：现在世界气氛很乱啊，我只能说跟美国有关，比如俄乌冲突，巴以冲突，菲律宾挑衅都是#中国##台湾#  ,2023-10-28 22:59:00
492,24233,"鱼腩背后，还有全球强势犹太人支持，以及被犹太人驾驭的美国军政的无条件支持。
巴以冲突说到底是中东被美以奴役盘剥数十年被压迫群体一次反击。但形势与1973年或1948年已经发生天翻地覆的变化。
也许事关以色列和美国国运的一次挑战，在人类发展的一个关键十字路口。
唐驳虎：又一个惊人反转，以色列军队是一支鱼腩豆腐军？ ",2023-10-28 22:59:49
493,24284,【#以方拒绝联大呼吁巴以停火的决议#】联合国大会紧急特别会议27日通过决议，呼吁以色列和巴勒斯坦冲突方立即实行持久和持续的人道主义休战，从而促成停止敌对行动。以方当天表示坚决拒绝联合国停火决议，以军继续对加沙地带实施空袭和地面打击。巴勒斯坦伊斯兰抵抗运动（哈马斯）说在加沙地带同以军展开“激烈冲突”。（新华社）,2023-10-28 22:59:53
494,24335,"【巴以两军态势图】现阶段以军处于举棋不定对峙阶段，至少需要等到艾森豪威尔号航母到达东地中海，才能开始干脏活。所以至少在8天以内，除了炮火航弹大量杀伤加沙军民，以军还不敢开始地面进攻。
#巴以冲突##以色列巴勒斯坦冲突# ",2023-10-28 22:59:54
495,24386,"好久不见，托尼·史塔克，漫威宇宙没有了你，没想到会在这里再见到你，漫威世界里的外星科技确实能毁灭地球，但那只是科幻，而人类制造的核武器是真真正正客观存在的，也是足以毁灭一切的，细思极恐。
我在想，不管世界变成什么样，拥有核武器的国家，绝对不会真正使用，因为一旦使用，这个世界真的会被毁灭，在当下战乱不断的外部环境下，巴以冲突，俄乌冲突，第三次世界大战绝对会毁灭世界 #奥本海默#",2023-10-29 22:58:14
496,24437,【#今日关注# 】①#本轮巴以冲突已致双方超9500人死亡# 今日始知犹太恶，难怪总如丧家犬。②#万圣节# 西方鬼节能盛行，意识形态阵地丢。[月亮][月亮]   ,2023-10-29 22:58:28
497,24488,"【今日关注｜以军开启全面进攻？美军否认参与对加沙地面行动】
#巴以冲突# 以军向加沙地带城市贾巴利亚和汗尤尼斯发起进攻，内塔尼亚胡：对哈马斯第二阶段战争已开始；以色列军队袭击约旦河西岸多个城市，致多人死伤。巴民众与以军士兵在约旦河西岸冲突加剧；美军方称加沙发生的事情“纯粹是以色列的决定”。以色列媒体：美国的第二个航母战斗群进入地中海。就这样的相关话题 权威专家为你深度解析！（来源：央视网）#本轮巴以冲突已致双方超9500人死亡# ",2023-10-29 22:58:42
498,24539,"刷视频刷到巴以冲突，看到婴幼儿死伤而泪目……
小朋友问我怎么了，虽然知道三岁的她不能理解战争，不能理解战争带来的伤害有多大，但还是描述给她听。
她摸了摸我眼睛，对我说“你要勇敢，相信解放军叔叔会去救他们的”
既被“可爱到”，又被感动到…… ",2023-10-29 22:58:55
499,24590,"#巴以冲突# 有消息称：以色列目前正在轰炸加沙圣城医院附近
#黄媒不会说的真相#  ",2023-10-29 22:59:41
500,24641,【#巴以冲突致加沙超3000名儿童死亡#】当地时间29日，据巴勒斯坦媒体援引加沙地带卫生部门消息，本轮巴以冲突已造成加沙8005人死亡，其中包括3342名儿童、2062名妇女。另外还有至少1870人仍被埋在废墟下。（总台记者李享） ,2023-10-29 23:00:00
501,24692,巴以战争冲突超过8600人死亡看来这个战争的挑起者是东方,2023-10-30 22:55:47
502,24743,"其实巴以冲突以前，备用那个号也就两三万人，我一直都是自娱自乐的，是短短十天暴涨到二三十万。
说明大家都是识货的。 ",2023-10-30 22:55:54
503,24794,"巴以冲突让印度见了原形，莫迪的大国之梦，成了一个国际笑话

印度莫迪政府支持以色列在加沙地区的行动，引起了中东国家的不满，同时也让印度在国际上的形象受损。印度一直以来都是双标国家，它在国内一面打击恐怖分子，一面搞恐怖主义，在国际上也是如此，这让国际社会对其非常不满。印度莫迪政府支持以色列的行为是出于对西方国家的讨好，并试图在中东地区扩大自己的影响力。

印度一直以来都有“大国情结”，但其国内经济极度落后，根本就没有大国的命。如果印度想成为大国，就应该有责任，有担当，而不是只说空话，不干实事。",2023-10-30 22:56:48
504,24845,"#焦点坊谈[超话]#耶路撒冷一巴勒斯坦男子持刀袭击以警察:被当场击毙 现场多声枪响 

#巴勒斯坦##以色列##巴以冲突#  ",2023-10-30 22:57:21
505,24896,#巴以冲突#,2023-10-30 22:57:49
506,24947,美国及其盟国海军在地中海和红海的存在。#巴以冲突# ,2023-10-30 22:58:28
507,24998,20多天过去，巴以冲突丝毫没有停止迹象，新仇旧恨加在一起，以...  ,2023-10-31 22:56:31
508,25048,痛心！！巴以冲突已完成双方超过1万人死亡，其中巴勒斯坦超过3500名儿童丧生。#巴以冲突##加沙#  ,2023-10-31 22:56:44
509,25098,#伊朗称战争扩大将让以色列彻底毁灭#视频中的加沙男子家被炸没了，一家人也炸没了……见到此情此景，真会理解巴勒斯坦人对以色列人不共戴天的仇恨以及对命运的不甘……#以色列##巴以冲突#  ,2023-10-31 22:57:06
510,25148,"人类私路黑暗，俄乌战争、巴以冲突、经济危机、生物战、日本核污水排海，任正非的寒气真的来了。人类公路在何方？在马克思的自由人联合体。以华为开创的工会联合体公司和河北周家庄公社，这两种集体道路为基础，探索集体生产、分配、消费三合一的公产经济，为共产主义探路。
【求同志招会员】（公众号：新赤潮、由由客。微博群：18735064）
由由客-生产者团说明和由由客-消费者会说明。
【求贤令】
求贤，就是人海中捞人，捞满腔公血的马毛主义者，捞敢为天下公的先行者，捞公产战场上的冲锋者。只求天下为公的贤，只求天下公产的贤，不求为私的私产的贤。
【民众的大联合】
如何公有制革命？共同富裕？改造私产社会？如何建造没有剥削、没有压迫、人人平等、人人自由的公产社会？根本路径是劳动者公产。盛世之下，造大集体企业，搞深公产经济。",2023-10-31 22:57:27
511,25198,"【今日关注｜以军“钳形攻势”包围加沙城 美英法意大规模增兵东地中海】
#巴以冲突# 以总 理称以军正取得“系统性进展”，以媒：“摩萨德”和“辛贝特”成立特种部队开始秘密行动；外媒：加沙地道系统庞大复杂，以军或面临一场血战，美媒：以军准备用新型秘密武器对付哈马斯；哈马斯#哈马斯#称希望与以方交换所有被扣押人员，美媒：释放在押人质谈判已陷入僵局。就这样的相关话题 权威专家为你深度解析！（来源：央视网） ",2023-10-31 22:57:29
512,25248,"【#中方呼吁巴以冲突方立即实现人道休战#】当地时间30日下午，联合国安理会应中国和阿联酋的要求召开巴以局势紧急公开会。会上，#中方对巴以冲突提出4个郑重呼吁#：①中方郑重呼吁冲突方停止一切敌对行动，立即脱离接触，实现人道休战，全力防止局势进一步升级。②中方郑重呼吁以色列作为占领方履行国际人道法义务，解除对加沙的全面封锁，立即撤销紧急疏散令，尽快恢复基本生存物资供应，防止更大规模人道灾难。③中方郑重呼吁加大外交努力，推动被扣押人员尽快获释，并争取由此开辟对话空间，让危机重回政治解决轨道。④中方郑重呼吁对当事方有独特影响的大国，摒弃自身私利和地缘政治考量，为制止战争、恢复和平作出一切努力。

中国常驻联合国代表张军表示，如果没有全面停火，再多的人道援助都是杯水车薪。“加沙民众需要的，不只是安理会重申国际人道法的重要性，重复无法兑现的保护承诺，而是恢复和平、维护法治、拯救生命的切实行动。”“此时此刻，沉默意味着默许，不作为无异于开绿灯。全世界的目光正望向这里，历史将记录我们的选择。”@CCTV国际时讯 ",2023-10-31 22:57:48
513,25299,"·今日头条/未名记/原创·

东亚经济：“三强”遇“三难”——

财新网报道：在很长一段时间里，东亚经济体一直被视为拉动全球经济增长的引擎，但日前在广州召开的国际金融论坛全球年会上，世界银行行长代表曼努埃拉·菲罗认为，“东亚经济体要想实现长期高增长，是比较困难的”。
对此菲罗给出了三点理由，笔者简称为“三难”。一是东亚的劳动力增速正在持续下降，当前中国、日本、韩国的生育率均一路走低，人口老龄化成为经济发展的一大障碍。二是贸易壁垒成为阻碍东亚经济发展的重要因素，菲罗称去年全球约有3000个新的保护主义措施出现，几乎是2019年的3倍。三是气候变化对经济的影响也不容小觑，自然灾害越来越极端，对经济的影响也越来越大，预计到2050年，气候变化造成的经济影响可能会超过GDP的10%。菲罗表示，“去全球化、人口老龄化、气候变化，我们只有把这些问题都解决了，才能逆转东亚经济的下滑。”
菲罗说的东亚经济体当然包括吾国，此外还有日本和韩国，堪称“东亚三强”。其中中、日分别是GDP总量排名世界第二、第三（有消息说日本已降为第四）的经济体，而韩国也早已跻身发达国家行列。过去几十年，“三强”的发展成就有目共睹，然而并非巧合的是，如今也都遇到了菲罗所指的“三难”。
这“三难”中，人口老龄化在一个时期期内恐是不可逆的。虽然根据国际社会标准，吾国65岁以上人口占比近15%，低于日本的30%和韩国的18.4%，但可以预计吾国的老龄化程度还将进一步加深，更重要的是与日、韩相比我们可以说是“未富先老”。
气候变化的“不可逆性”也不亚于老龄化。尽管国际社会和各国政府都表示要进一步加强低碳减排的力度，但是从近两年全球各种史诗级的极端天气所造成的严重灾害来看，可以说“计划不如变化快”。按菲罗的预计未来将对GDP造成10%的影响——她指的当然是负面影响，这个比例可谓不小。
由于近年来地缘政治冲突加剧，乃至不时爆发战争，各国为求自保纷纷重新构筑贸易壁垒，因此未来几年的“去全球化”趋向也是可以预料的，实际上现在已显端倪。尽管各国都不希望“以邻为壑”，但有些事情是不以人的愿望为转移的（看看当前的俄乌冲突与巴以冲突及所造成国际社会分裂吧），对经济的负面影响恐在所避免。
因此，从菲罗所举的这“三难”看，未来东亚的经济增长的确面临严峻的挑战，吾国自然也不例外。不过根据世界银行10月1日发布的经济形势报告预计，今明两年东亚和太平洋地区发展中经济体的经济增速将分别为5%和4.5%，貌似还相当不错，尽管“这一预测增速高于全球水平，但与历史高光时刻相比，不可同日而语”。这其中吾国经济无疑仍是影响力最大的，今年预计大概率能完成5%的增长目标。
但是即便是5%左右的中速增长今后也不会“躺平”就能自动实现。既然菲罗所举的“三难”属于很难逆转的趋势，那么，“东亚三强”若要在这种条件下稳增长，内部的改革就显得尤为重要。正是在这一点上，所幸“三强”中吾国的改革潜力是最大的。这不仅是因为吾国人口多、地域广、市场回旋余地大（要注意人口多在某种情况下也可能成为劣势），更因为吾国现在还处于一种“半市场、半统制”的体制状况，这意味着我们通过进一步的市场化改革释放生产力的“空间”要比日、韩来得大。
当然有潜力是一回事，能否释放这种潜力又是另一回事。惟看我们怎么改、怎么做了。此题很大，慢慢再聊吧。（未名日记10月31日）",2023-10-31 22:58:53
514,25350,"以军的战前动员总是令人眼馋
#巴以冲突##以色列称坚决拒绝停火##以色列轰炸后的加沙尸横遍野#  ",2023-10-31 22:59:10
515,25401,#微博辟谣# 传播有关巴以冲突的虚假信息 . ,2023-10-31 22:59:16
516,25452,#巴以冲突# 被以色列轰炸的加沙贾巴利亚难民营  ,2023-11-01 22:54:08
517,25492,#美国会参议院就向以色列和乌克兰拨款事宜举行听证会#当地时间10月31日，美国国会参议院拨款委员会就向以色列和乌克兰拨款事宜举行听证会。会场多名抗议者要求停止拨款，呼吁在加沙地区实现停火，并指责美国政府支持“残酷战争”的行为“可耻”。#巴以新一轮大规模冲突持续##关注俄乌冲突# ,2023-11-01 22:54:29
518,25541,我为什么要在深夜点开那个巴以冲突中孩子们的视频，作为母亲，颤抖得难以言表。一切针对平民针对儿童的战争暴行，都该下地狱！！！！ ,2023-11-01 22:54:52
519,25592,"“我读得了圣贤书，却管不了这窗外事
心生怜悯是我，袖手旁观也是我，
共情是我，无能为力也是我，
这情绪像尖刀一样不停的刺痛我的心”
#巴以冲突# ",2023-11-01 22:55:28
520,25603,只有对生活怨天怨地的人才会支持哈马斯#巴以冲突# ,2023-11-01 22:55:51
521,25654,[摊手]//@赵盛烨:首先他们有偏激且错误的极端宗教思想信仰，其次他们有自私利己的狡猾头脑以及虚伪的面庞，最后当他们的阴谋败露以后，还会无能的狂怒甚至歇斯底里。冤冤相报何时了？己所不欲勿施于人！善有善得，恶有恶报，这些它们听不懂,2023-11-01 22:56:56
522,25705,"#关注台海# 以色列秘密报告曝光：将加沙人全赶去西奈半岛

#巴以冲突##以色列巴勒斯坦冲突##关注巴以冲突##以色列轰炸后的加沙尸横遍野#  ",2023-11-01 22:57:05
523,25716,"以色列空袭后的加沙

#巴以冲突#  ",2023-11-01 22:58:03
524,25767,"#美国宣布增兵中东#美国不会下场介入巴以冲突，之前的五次中东战争，美国一次也没有下场，都是在背后大力支援以色列。
这次也不例外，再说以色列现在还没有到危急时刻，美国没有介入的必要。
说白了，就是给中东合各国做一个姿态，表明自己支持以色列的态度，警告其他国家不要插手，防止以色列被围攻！ ",2023-11-01 22:59:03
525,25818,"#玻利维亚决定与以色列断交##智利决定召回驻以色列大使##哥伦比亚已宣布召回驻以色列大使# #约旦召回驻以色列大使# #巴林宣布召回驻以色列大使# #洪都拉斯召回驻以色列大使# #土耳其召回驻以色列大使# #乍得召回驻以色列大使# #南非宣布召回全部驻以色列外交官#
巴以冲突外交手记： 玻利维亚→智利→哥伦比亚→约旦→巴林→洪都拉斯→土耳其→乍得→南非→……",2023-11-01 22:59:30
526,25869,【#以军证实一高级军官在战斗中丧生#】以色列国防军发言人11月2日证实，其武装部队第53营指挥官萨尔曼·哈巴卡中校在加沙地带北部的战斗中身亡。哈巴卡是以色列国防军在加沙地带地面行动中阵亡的最高级别军官。至此，在对加沙地带的地面行动中，以军阵亡士兵人数达到18人。自本轮冲突开始以来，已有333名以色列士兵死亡。 ,2023-11-02 22:54:48
527,25918,#巴以冲突升级#美术生特意留了点，好让后人知道他为什么这么做[doge] ,2023-11-02 22:55:28
528,25968,俄罗斯警告以色列：不要袭击叙利亚！#巴以冲突##中东局势#  ,2023-11-02 22:55:53
529,26018,"【今日关注｜以军称突破哈马斯前线防线 伊朗警告给以色列禁运石油】
#巴以冲突# 以军称已突破哈马斯在加沙地带北部的前线防线，外媒：哈马斯发布“地道作战”视频，武装人员摧毁以军坦克；以色列国防军导弹舰抵达红海地区，美攻击舰抵达以色列附近海域；联合国：#以色列#轰炸难民营或构成战争罪，美军2架B-1B轰炸机降落土耳其基地。
就这样的相关话题 权威专家为你深度解析！（来源：央视网）#伊朗称战争扩大将让以色列彻底毁灭# ",2023-11-02 22:56:56
530,26068,巴以冲突，有人用两张照片来对比加沙和以色列的破坏程度，指责美国更乐于为以色列哀嚎。 ,2023-11-02 22:57:37
531,26117,【以色列袭击在加沙造成的死亡人数已上升至9061人，其中包括3760名儿童】#巴以冲突##以色列国防军宣布进入战争状态# （收视频来源网络）  ,2023-11-02 22:57:46
532,26166,//@微公益:#巴以冲突#[话筒][话筒][话筒],2023-11-02 22:58:41
533,26217,以军：已突破加沙地带北部防线！#难民营遇袭前后对比图曝光#】11月1日，以色列国防军宣布，以色列地面部队已经突破了哈马斯在加沙地带北部的前线防线。目前，哈马斯对此暂无回应。美国“商业内幕”新闻网11月2日报道，最新的卫星图像显示，以色列当地时间10月31日轰炸加沙北部贾巴利亚难民营造成大面积破坏，大片建筑被夷为平地。#巴以冲突##武统[超话]# ,2023-11-02 22:58:59
534,26268,#巴以冲突# 以色列你们看到了吗 她还只是个孩子！像这样触目惊心的画面每天都在加沙重复上演  #武统[超话]#  ,2023-11-02 22:59:34
535,26319,"【以色列过去对加沙的入侵可以揭示其地面攻势】
在哈马斯10月7日发动突然袭击后，以色列已向加沙派遣地面部队消灭该组织。自哈马斯在加沙掌权以来，以色列此前从未试图消除其在巴勒斯坦飞地的军事基础设施和领导层。
#巴以冲突##以色列巴勒斯坦冲突# 
《华尔街日报》回顾了以色列在 2009 年和 2014 年对巴勒斯坦飞地发动的地面进攻，看看这揭示了以色列军队面临的挑战。

0:00 地面进攻
0:46 2014：地下隧道
3:03 2009：城市战
5:34 今日军方目标 ",2023-11-02 23:00:00
536,26370,"【今日关注｜以军称完成对加沙城包围 多国与以色列关系生变】
以媒：以军称正使用人工智能来快速识别和打击哈马斯，卡桑旅：在过去48小时内摧毁一个以军坦克营；美媒：布林肯拟同以政Fu讨论打击哈马斯的行动，伊朗高官：美军指挥官正协助以军进攻；#巴以冲突#死亡过万，联合国：加沙人道系统正全面崩溃，约旦宣布召回驻#以色列#大使。 就这样的相关话题 权威专家为你深度解析！（来源：央视网） ",2023-11-03 22:57:48
537,26421,一批弹道导弹从也门向被占领的埃拉特发射。#巴以冲突##抵抗组织# ,2023-11-03 22:57:56
538,26469,"巴勒斯坦杰哈德圣城旅使用迫击炮袭击以色列国防军的视频。

#巴以冲突##以军称地面部队已包围加沙城##加沙男子痛失21名亲人遭英主持人无脑追问#  ",2023-11-03 22:58:23
539,26520,美国国务卿布林肯刚才再次抵达以色列，受到美国新任驻以色列大使杰克·卢的迎接。 布林肯这次去以色列，将寻求以色列采取“具体措施”，以确保减少对巴勒斯坦平民的伤害。 美国总统拜登也呼吁进行“人道主义停火”，布林肯这次的主要任务就是这个。 很多强硬派以色列人对此非常不满  #巴以冲突#,2023-11-03 22:58:50
540,26571,【#记者报道时炮弹不断从头顶上空划过#】巴以冲突爆发，总台记者“逆行”战地，第一时间向世界传递真实、客观、公正的信息。报道中，记者陈慧慧@慧慧陈Miss 和团队遭遇空袭，炮弹从空中密集划过！她本能地用手护住头部，和同事们一起紧急避险……网友：正是这种人类本能的畏惧，才让战地记者看上去更勇敢、更真实，也更动人！致敬战地记者！#报道巴以冲突的中国战地女记者# ,2023-11-03 22:59:11
541,26622,历史重演了。。晚上把孩子哄睡，我跟老公聊了会天，还说到，每个人都知道这样不对，却没有人敢去阻止每一天悲剧的发生，眼睁睁的看着这一切。。。人类不配拥有这么美丽的星球。#人类的大悲剧##巴以冲突# ,2023-11-03 22:59:51
542,26673,【#世卫称加沙医疗卫生条件差到无法形容#】当地时间2日，世卫组织表示，加沙地带的医疗卫生条件已差到“无法形容”，医院人满为患，医疗物资短缺，有些医生被迫无麻醉为病人手术。因燃料短缺，加沙地带最大的医院只能使用辅助发电机，#加沙唯一一家癌症治疗医院已停止运营#。而一旦燃料耗尽导致断电，新生儿监护室、重症监护室、手术室会有大量患者死亡。#巴以冲突已超10500人死亡#,2023-11-03 23:00:00
543,26724,【向中东增兵后 美方证实已在以色列部署特种部队】美国国防部负责特种作战的助理部长克里斯托弗·梅尔证实，美军已经在以色列境内部署了特种部队，主要角色是协助以方确定被哈马斯扣押人员的位置、确认人质身份等；未来不排除还会负责美国使领馆安全，以及保护美国公民撤离等任务。美国国防部近日还宣布，将从美国本土向中东地区增派300名官兵——至此，自本轮巴以冲突爆发以来，美军向中东增派的部队总人数达到1200人。 ,2023-11-04 22:55:01
544,26773,"以色列炮弹击中加沙法国文化中心，法国要求其作出解释。

#以军称地面部队已包围加沙城##法国驻加沙机构遭以色列空袭##巴以冲突#  ",2023-11-04 22:55:18
545,26808,本轮巴以冲突，以色列仇恨世界其他国家、机构和民族的事件数量和规模，也突破了人类道德底线[吃瓜],2023-11-04 22:58:01
546,26859,#巴以冲突# 为巴勒斯坦流泪 ,2023-11-04 22:58:09
547,26908,巴以冲突何时了 ,2023-11-04 22:58:16
548,26959,全家15口遇难！# 巴以冲突 空袭# 现场 ，巴勒斯坦人用双手从废墟中挖出同胞……  ,2023-11-05 22:56:11
549,27007,看起来布林肯再次周旋巴以冲突，像是敦促以色列点到为止，不要让冲突长期化持久化，但他的整个行程与外交说辞，也有着离间哈马斯与法塔赫，离间逊尼派与什叶派，利用各种模糊的说法，让阿拉伯国家不那么团结，其实网上之前那些挺以色列现在也是散播各种矛盾。所以也应该多注意阿拉伯国家的团结与合作 ,2023-11-05 22:57:10
550,27058,"哈梅内伊会见巴勒斯坦哈马斯领导人哈尼亚。这一战后法塔赫更加不得人心，巴勒斯坦军民同仇敌忾团结一致，打包皮佬打的有声有色。

包皮佬气愤的甚至连坐，掐断了对法塔赫的援助资金[二哈]法塔赫汪伪政权实锤。#巴以冲突##以色列称坚决拒绝停火##以色列巴勒斯坦冲突# ",2023-11-05 22:57:48
551,27109,#关于战争[超话]##巴以冲突#  ,2023-11-05 22:58:31
552,27160,#巴以冲突# 以色列摩萨德前副主任称:将加沙250万巴勒斯坦人分发到100个国家，每个国家接纳2.5万人  ,2023-11-05 22:59:37
